epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_s,cuda_util_pct_min,cuda_util_pct_avg,cuda_util_pct_max,cuda_mem_util_pct_min,cuda_mem_util_pct_avg,cuda_mem_util_pct_max,gpu_temp_c_min,gpu_temp_c_avg,gpu_temp_c_max,gpu_power_w_min,gpu_power_w_avg,gpu_power_w_max,gpu_clock_sm_mhz_avg,gpu_clock_mem_mhz_avg,gpu_fan_pct_avg,gpu_throttled_any,cpu_pct_min,cpu_pct_avg,cpu_pct_max,ram_used_gb_min,ram_used_gb_avg,ram_used_gb_max,ram_total_gb,disk_read_mb_s_min,disk_read_mb_s_avg,disk_read_mb_s_max,disk_write_mb_s_min,disk_write_mb_s_avg,disk_write_mb_s_max,vram_peak_alloc_gb,vram_peak_reserved_gb,data_wait_s,compute_s
1,2.087489,0.541867,0.619796,0.958402,0.00100000,168.2,100,100.0,100,2,29.6,70,53,55.2,57,148.4,167.3,186.4,2745.0,10801.0,30.0,0,5.5,6.46,9.1,26.15,26.16,26.17,63.16,0.0,0.0,0.01,0.03,0.07,0.18,12.333,15.344,44.03,26.96
2,0.698391,0.933636,0.424877,0.980560,0.00100000,126.1,100,100.0,100,4,24.2,71,52,55.6,62,148.3,161.14,183.1,2748.0,10801.0,30.0,0,5.3,7.52,12.0,29.84,29.86,29.9,63.16,0.0,0.0,0.0,1.98,2.77,3.75,12.333,18.887,2.12,27.18
3,0.528647,0.960334,0.414710,0.982888,0.00100000,126.1,100,100.0,100,3,30.8,71,52,55.2,58,147.9,167.1,185.0,2748.0,10801.0,30.0,0,5.3,7.24,11.7,29.84,29.86,29.9,63.16,0.0,0.0,0.0,2.0,2.77,3.8,12.333,18.887,2.02,27.21
4,0.491909,0.967712,0.410172,0.984652,0.00100000,126.2,100,100.0,100,10,27.4,51,52,54.8,59,147.1,161.18,178.2,2745.0,10801.0,30.0,0,5.7,7.32,12.0,29.95,29.97,30.0,63.16,0.0,0.0,0.01,1.97,2.77,3.79,12.333,18.887,2.09,27.2
5,0.478182,0.971317,0.406967,0.985746,0.00100000,126.2,100,100.0,100,2,19.2,76,53,54.6,57,145.0,160.12,183.7,2748.0,10801.0,30.0,0,5.6,7.4,11.6,29.85,29.88,29.91,63.16,0.0,0.0,0.0,1.98,2.76,3.76,12.333,18.887,2.05,27.13
6,0.464794,0.975058,0.405523,0.986099,0.00100000,125.9,92,98.4,100,4,26.4,61,53,55.2,59,152.1,163.94,184.3,2745.0,10801.0,30.0,0,5.5,7.34,11.5,29.83,29.86,29.89,63.16,0.0,0.0,0.01,1.97,2.76,3.78,12.333,18.887,1.99,27.21
7,0.458979,0.976073,0.403340,0.986628,0.00100000,126.1,100,100.0,100,4,34.2,57,52,56.4,63,156.0,171.94,184.9,2748.0,10801.0,30.0,0,5.6,7.44,11.7,29.84,29.87,29.9,63.16,0.0,0.0,0.0,1.97,2.75,3.76,12.333,18.887,2.07,27.2
8,0.451677,0.977760,0.401872,0.986875,0.00100000,126.0,100,100.0,100,4,27.2,63,52,55.8,61,148.1,167.82,184.9,2748.0,10801.0,30.0,0,5.2,6.8,11.2,29.85,29.87,29.92,63.16,0.0,0.0,0.0,1.97,2.76,3.75,12.333,18.887,2.09,27.15
9,0.447482,0.978545,0.400164,0.987122,0.00100000,126.0,100,100.0,100,2,18.6,71,52,53.4,55,146.4,160.54,184.4,2748.0,10801.0,30.0,0,5.2,6.64,10.8,29.79,29.82,29.85,63.16,0.0,0.0,0.0,1.95,2.76,3.76,12.333,18.887,2.02,27.22
10,0.443450,0.979815,0.398731,0.987016,0.00100000,126.0,100,100.0,100,13,30.0,68,51,53.6,56,147.3,164.2,182.2,2751.0,10801.0,30.0,0,5.4,6.56,10.6,29.8,29.82,29.85,63.16,0.0,0.0,0.0,1.98,2.75,3.74,12.333,18.887,2.1,27.2
