epoch,sample_point,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_s,cuda_util_pct,cuda_mem_util_pct,gpu_temp_c,gpu_power_w,gpu_clock_sm_mhz,gpu_clock_mem_mhz,gpu_fan_pct,gpu_throttled,cpu_pct,ram_used_gb,disk_read_mb_s,disk_write_mb_s,nvsmi_vram_used_gb,cuda_util_pct_min,cuda_util_pct_avg,cuda_util_pct_max,cuda_mem_util_pct_min,cuda_mem_util_pct_avg,cuda_mem_util_pct_max,gpu_temp_c_min,gpu_temp_c_avg,gpu_temp_c_max,gpu_power_w_min,gpu_power_w_avg,gpu_power_w_max,gpu_clock_sm_mhz_avg,gpu_clock_mem_mhz_avg,gpu_fan_pct_avg,gpu_throttled_any,cpu_pct_min,cpu_pct_avg,cpu_pct_max,ram_used_gb_min,ram_used_gb_avg,ram_used_gb_max,ram_total_gb,disk_read_mb_s_min,disk_read_mb_s_avg,disk_read_mb_s_max,disk_write_mb_s_min,disk_write_mb_s_avg,disk_write_mb_s_max,vram_peak_alloc_gb,vram_peak_reserved_gb,nvsmi_vram_used_gb_min,nvsmi_vram_used_gb_avg,nvsmi_vram_used_gb_max,nvsmi_vram_total_gb,data_wait_s,compute_s
31,summary,0.585156,0.898193,0.413126,0.965233,0.00099200,0.9,,,,,,,,,,,,,,6,32.5,59,2,11.5,21,45,47.0,49,107.5,111.05,114.6,2760.0,10801.0,30.0,0,13.0,32.0,51.0,29.02,29.02,29.03,63.16,0.0,0.0,0.0,0.0,7.63,15.27,0.753,0.879,1.757,1.76,1.757,15.992,0.19,0.57
32,1,,,,,,,7,2,45,108.3,2760,10801,30,0,51.0,29.02,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2,,,,,,,62,20,48,110.9,2760,10801,30,0,15.4,29.02,0.02,14.96,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,summary,0.620190,0.885608,0.391739,0.973468,0.00099995,1.0,,,,,,,,,,,,,,7,34.5,62,2,11.0,20,45,46.5,48,108.3,109.6,110.9,2760.0,10801.0,30.0,0,15.4,33.2,51.0,29.02,29.02,29.02,63.16,0.0,0.01,0.02,0.0,7.48,14.96,0.753,0.879,1.757,1.76,1.757,15.992,0.24,0.63
33,1,,,,,,,14,4,47,110.9,2760,10801,30,0,50.3,29.05,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2,,,,,,,58,20,50,113.0,2760,10801,30,0,8.5,29.05,0.05,4.03,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,summary,0.588209,0.896902,0.403642,0.967063,0.00099973,0.8,,,,,,,,,,,,,,14,36.0,58,4,12.0,20,47,48.5,50,110.9,111.95,113.0,2760.0,10801.0,30.0,0,8.5,29.4,50.3,29.05,29.05,29.05,63.16,0.0,0.03,0.05,0.0,2.02,4.03,0.753,0.879,1.757,1.76,1.757,15.992,0.17,0.57
34,1,,,,,,,13,4,47,109.1,2760,10801,30,0,58.2,29.03,0.0,54.19,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2,,,,,,,57,19,51,116.5,2760,10801,30,0,15.3,29.03,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,summary,0.573253,0.906744,0.388519,0.969808,0.00099934,0.9,,,,,,,,,,,,,,13,35.0,57,4,11.5,19,47,49.0,51,109.1,112.8,116.5,2760.0,10801.0,30.0,0,15.3,36.75,58.2,29.03,29.03,29.03,63.16,0.0,0.0,0.0,0.0,27.09,54.19,0.753,0.879,1.757,1.76,1.757,15.992,0.19,0.57
35,1,,,,,,,13,4,47,109.4,2760,10801,30,0,48.5,29.04,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2,,,,,,,60,21,48,112.0,2760,10801,30,0,11.8,29.03,0.0,17.48,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,summary,0.563029,0.903517,0.389719,0.972553,0.00099878,0.9,,,,,,,,,,,,,,13,36.5,60,4,12.5,21,47,47.5,48,109.4,110.7,112.0,2760.0,10801.0,30.0,0,11.8,30.15,48.5,29.03,29.04,29.04,63.16,0.0,0.0,0.0,0.0,8.74,17.48,0.753,0.879,1.757,1.76,1.757,15.992,0.21,0.56
36,1,,,,,,,14,5,47,108.5,2760,10801,30,0,53.1,29.03,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2,,,,,,,50,16,49,114.4,2760,10801,30,0,11.0,29.02,0.0,15.85,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,summary,0.566497,0.899484,0.379951,0.970723,0.00099805,0.9,,,,,,,,,,,,,,14,32.0,50,5,10.5,16,47,48.0,49,108.5,111.45,114.4,2760.0,10801.0,30.0,0,11.0,32.05,53.1,29.02,29.02,29.03,63.16,0.0,0.0,0.0,0.0,7.92,15.85,0.753,0.879,1.757,1.76,1.757,15.992,0.2,0.57
37,1,,,,,,,19,5,49,112.4,2760,10801,30,0,50.0,29.04,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2,,,,,,,51,19,47,113.3,2760,10801,30,0,9.8,29.03,0.0,5.84,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,summary,0.574602,0.898677,0.411365,0.958829,0.00099714,0.8,,,,,,,,,,,,,,19,35.0,51,5,12.0,19,47,48.0,49,112.4,112.85,113.3,2760.0,10801.0,30.0,0,9.8,29.9,50.0,29.03,29.04,29.04,63.16,0.0,0.0,0.0,0.0,2.92,5.84,0.753,0.879,1.757,1.76,1.757,15.992,0.19,0.56
38,1,,,,,,,23,6,50,109.8,2760,10801,30,0,48.5,29.02,0.0,48.86,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2,,,,,,,60,21,50,110.8,2760,10801,30,0,11.5,29.02,0.0,0.44,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,summary,0.589745,0.891255,0.395219,0.966148,0.00099606,1.0,,,,,,,,,,,,,,23,41.5,60,6,13.5,21,50,50.0,50,109.8,110.3,110.8,2760.0,10801.0,30.0,0,11.5,30.0,48.5,29.02,29.02,29.02,63.16,0.0,0.0,0.0,0.44,24.65,48.86,0.753,0.879,1.757,1.76,1.757,15.992,0.27,0.61
39,1,,,,,,,21,8,45,111.5,2760,10801,30,0,54.6,29.03,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2,,,,,,,59,20,52,114.4,2760,10801,30,0,11.3,29.01,0.0,15.49,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,summary,0.581825,0.896418,0.386286,0.972553,0.00099480,0.9,,,,,,,,,,,,,,21,40.0,59,8,14.0,20,45,48.5,52,111.5,112.95,114.4,2760.0,10801.0,30.0,0,11.3,32.95,54.6,29.01,29.02,29.03,63.16,0.0,0.0,0.0,0.0,7.75,15.49,0.753,0.879,1.757,1.76,1.757,15.992,0.2,0.57
40,1,,,,,,,13,6,45,109.3,2760,10801,30,0,52.8,29.02,0.0,0.2,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2,,,,,,,60,20,52,113.2,2760,10801,30,0,11.6,29.01,0.0,19.61,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,summary,0.556546,0.906099,0.390694,0.965233,0.00099338,0.9,,,,,,,,,,,,,,13,36.5,60,6,13.0,20,45,48.5,52,109.3,111.25,113.2,2760.0,10801.0,30.0,0,11.6,32.2,52.8,29.01,29.02,29.02,63.16,0.0,0.0,0.0,0.2,9.9,19.61,0.753,0.879,1.757,1.76,1.757,15.992,0.22,0.56
41,1,,,,,,,3,2,45,108.1,2760,10801,30,0,50.4,29.01,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2,,,,,,,59,20,50,117.6,2760,10801,30,0,11.5,29.0,0.0,0.35,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,summary,0.532443,0.916263,0.378977,0.973468,0.00099179,0.9,,,,,,,,,,,,,,3,31.0,59,2,11.0,20,45,47.5,50,108.1,112.85,117.6,2760.0,10801.0,30.0,0,11.5,30.95,50.4,29.0,29.01,29.01,63.16,0.0,0.0,0.0,0.0,0.17,0.35,0.753,0.879,1.757,1.76,1.757,15.992,0.19,0.56
42,1,,,,,,,1,1,45,107.8,2760,10801,30,0,47.1,29.02,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2,,,,,,,61,21,50,113.6,2760,10801,30,0,10.7,29.0,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,summary,0.520115,0.919329,0.364836,0.976212,0.00099002,0.8,,,,,,,,,,,,,,1,31.0,61,1,11.0,21,45,47.5,50,107.8,110.7,113.6,2760.0,10801.0,30.0,0,10.7,28.9,47.1,29.0,29.01,29.02,63.16,0.0,0.0,0.0,0.0,0.0,0.0,0.753,0.879,1.757,1.76,1.757,15.992,0.2,0.55
43,1,,,,,,,1,1,45,107.4,2760,10801,30,0,51.1,29.01,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2,,,,,,,60,21,51,113.4,2760,10801,30,0,11.6,28.97,0.0,17.91,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,summary,0.503887,0.924330,0.372987,0.974382,0.00098808,0.9,,,,,,,,,,,,,,1,30.5,60,1,11.0,21,45,48.0,51,107.4,110.4,113.4,2760.0,10801.0,30.0,0,11.6,31.35,51.1,28.97,28.99,29.01,63.16,0.0,0.0,0.0,0.0,8.96,17.91,0.753,0.879,1.757,1.76,1.757,15.992,0.21,0.56
44,1,,,,,,,1,1,45,107.5,2760,10801,30,0,55.2,28.97,0.0,9.46,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2,,,,,,,58,19,50,115.1,2760,10801,30,0,10.9,28.95,0.0,13.64,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,summary,0.535543,0.918199,0.372427,0.974382,0.00098598,0.9,,,,,,,,,,,,,,1,29.5,58,1,10.0,19,45,47.5,50,107.5,111.3,115.1,2760.0,10801.0,30.0,0,10.9,33.05,55.2,28.95,28.96,28.97,63.16,0.0,0.0,0.0,9.46,11.55,13.64,0.755,0.879,1.757,1.76,1.757,15.992,0.24,0.61
45,1,,,,,,,7,2,46,111.2,2760,10801,30,0,50.4,28.95,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2,,,,,,,60,21,50,111.4,2760,10801,30,0,11.5,28.93,0.0,0.17,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,summary,0.510542,0.921749,0.353468,0.979872,0.00098371,0.9,,,,,,,,,,,,,,7,33.5,60,2,11.5,21,46,48.0,50,111.2,111.3,111.4,2760.0,10801.0,30.0,0,11.5,30.95,50.4,28.93,28.94,28.95,63.16,0.0,0.0,0.0,0.0,0.09,0.17,0.755,0.879,1.757,1.76,1.757,15.992,0.19,0.56
46,1,,,,,,,6,2,46,107.8,2760,10801,30,0,52.0,28.94,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2,,,,,,,58,20,52,114.0,2760,10801,30,0,10.6,28.95,0.0,0.39,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,summary,0.465912,0.941110,0.351005,0.985361,0.00098127,0.9,,,,,,,,,,,,,,6,32.0,58,2,11.0,20,46,49.0,52,107.8,110.9,114.0,2760.0,10801.0,30.0,0,10.6,31.3,52.0,28.94,28.95,28.95,63.16,0.0,0.0,0.0,0.0,0.2,0.39,0.755,0.879,1.757,1.76,1.757,15.992,0.18,0.58
47,1,,,,,,,6,2,46,108.6,2760,10801,30,0,47.6,28.95,0.0,52.5,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2,,,,,,,60,21,49,113.5,2760,10801,30,0,13.3,28.95,0.21,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,summary,0.455672,0.942723,0.350244,0.979872,0.00097866,0.9,,,,,,,,,,,,,,6,33.0,60,2,11.5,21,46,47.5,49,108.6,111.05,113.5,2760.0,10801.0,30.0,0,13.3,30.45,47.6,28.95,28.95,28.95,63.16,0.0,0.1,0.21,0.0,26.25,52.5,0.755,0.879,1.757,1.76,1.757,15.992,0.2,0.57
48,1,,,,,,,12,3,48,108.7,2760,10801,30,0,48.1,28.97,0.0,11.24,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2,,,,,,,53,17,50,112.5,2760,10801,30,0,11.8,28.95,0.1,16.89,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,summary,0.458155,0.944498,0.344353,0.978957,0.00097589,0.9,,,,,,,,,,,,,,12,32.5,53,3,10.0,17,48,49.0,50,108.7,110.6,112.5,2760.0,10801.0,30.0,0,11.8,29.95,48.1,28.95,28.96,28.97,63.16,0.0,0.05,0.1,11.24,14.07,16.89,0.755,0.879,1.757,1.76,1.757,15.992,0.2,0.58
49,1,,,,,,,12,4,47,110.3,2760,10801,30,0,51.6,28.96,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2,,,,,,,58,19,50,113.2,2760,10801,30,0,14.6,28.96,0.03,0.49,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,summary,0.469599,0.939013,0.364203,0.976212,0.00097295,0.8,,,,,,,,,,,,,,12,35.0,58,4,11.5,19,47,48.5,50,110.3,111.75,113.2,2760.0,10801.0,30.0,0,14.6,33.1,51.6,28.96,28.96,28.96,63.16,0.0,0.01,0.03,0.0,0.24,0.49,0.755,0.879,1.757,1.76,1.757,15.992,0.18,0.57
50,1,,,,,,,17,4,49,110.0,2760,10801,30,0,52.6,28.95,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2,,,,,,,64,5,49,110.5,2760,10801,30,0,14.5,28.95,0.0,0.04,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,summary,0.462569,0.940142,0.348196,0.979872,0.00096985,0.9,,,,,,,,,,,,,,17,40.5,64,4,4.5,5,49,49.0,49,110.0,110.25,110.5,2760.0,10801.0,30.0,0,14.5,33.55,52.6,28.95,28.95,28.95,63.16,0.0,0.0,0.0,0.0,0.02,0.04,0.755,0.879,1.757,1.76,1.757,15.992,0.21,0.62
51,1,,,,,,,64,5,49,110.5,2760,10801,30,0,50.6,29.02,0.0,47.74,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2,,,,,,,53,17,50,113.1,2760,10801,30,0,13.4,28.96,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,summary,0.437461,0.951113,0.331547,0.985361,0.00096658,0.9,,,,,,,,,,,,,,53,58.5,64,5,11.0,17,49,49.5,50,110.5,111.8,113.1,2760.0,10801.0,30.0,0,13.4,32.0,50.6,28.96,28.99,29.02,63.16,0.0,0.0,0.0,0.0,23.87,47.74,0.752,0.879,1.757,1.76,1.757,15.992,0.2,0.58
52,1,,,,,,,21,8,45,110.9,2760,10801,30,0,49.2,28.97,7.75,20.21,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2,,,,,,,60,20,53,111.9,2760,10801,30,0,13.4,28.96,0.0,17.54,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,summary,0.405676,0.957406,0.325562,0.988106,0.00096315,0.9,,,,,,,,,,,,,,21,40.5,60,8,14.0,20,45,49.0,53,110.9,111.4,111.9,2760.0,10801.0,30.0,0,13.4,31.3,49.2,28.96,28.96,28.97,63.16,0.0,3.88,7.75,17.54,18.88,20.21,0.752,0.879,1.757,1.76,1.757,15.992,0.2,0.56
53,1,,,,,,,1,1,45,107.7,2760,10801,30,0,50.3,28.97,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2,,,,,,,61,21,51,112.2,2760,10801,30,0,12.4,28.95,0.0,17.6,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,summary,0.403943,0.962569,0.319369,0.991766,0.00095957,0.9,,,,,,,,,,,,,,1,31.0,61,1,11.0,21,45,48.0,51,107.7,109.95,112.2,2760.0,10801.0,30.0,0,12.4,31.35,50.3,28.95,28.96,28.97,63.16,0.0,0.0,0.0,0.0,8.8,17.6,0.752,0.879,1.757,1.76,1.757,15.992,0.21,0.57
54,1,,,,,,,2,1,45,107.8,2760,10801,30,0,49.6,28.96,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2,,,,,,,59,20,53,111.2,2760,10801,30,0,13.8,28.96,0.21,0.07,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,summary,0.383005,0.967409,0.333839,0.983532,0.00095582,0.9,,,,,,,,,,,,,,2,30.5,59,1,10.5,20,45,49.0,53,107.8,109.5,111.2,2760.0,10801.0,30.0,0,13.8,31.7,49.6,28.96,28.96,28.96,63.16,0.0,0.1,0.21,0.0,0.04,0.07,0.752,0.879,1.757,1.76,1.757,15.992,0.21,0.58
55,1,,,,,,,3,2,46,108.1,2760,10801,30,0,51.3,28.95,0.0,52.83,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2,,,,,,,59,20,52,114.0,2760,10801,30,0,9.8,28.97,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,summary,0.403452,0.964827,0.330537,0.984446,0.00095192,0.9,,,,,,,,,,,,,,3,31.0,59,2,11.0,20,46,49.0,52,108.1,111.05,114.0,2760.0,10801.0,30.0,0,9.8,30.55,51.3,28.95,28.96,28.97,63.16,0.0,0.0,0.0,0.0,26.41,52.83,0.752,0.879,1.757,1.76,1.757,15.992,0.21,0.57
56,1,,,,,,,5,2,46,107.5,2760,10801,30,0,55.4,28.96,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2,,,,,,,60,20,51,114.7,2760,10801,30,0,10.5,28.95,0.0,15.48,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,summary,0.400139,0.962407,0.335378,0.985361,0.00094786,0.9,,,,,,,,,,,,,,5,32.5,60,2,11.0,20,46,48.5,51,107.5,111.1,114.7,2760.0,10801.0,30.0,0,10.5,32.95,55.4,28.95,28.95,28.96,63.16,0.0,0.0,0.0,0.0,7.74,15.48,0.752,0.879,1.757,1.76,1.757,15.992,0.19,0.58
57,1,,,,,,,5,2,46,107.7,2760,10801,30,0,49.8,28.94,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2,,,,,,,58,20,51,110.9,2760,10801,30,0,13.3,28.94,0.0,13.98,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,summary,0.416294,0.957890,0.334434,0.985361,0.00094364,1.0,,,,,,,,,,,,,,5,31.5,58,2,11.0,20,46,48.5,51,107.7,109.3,110.9,2760.0,10801.0,30.0,0,13.3,31.55,49.8,28.94,28.94,28.94,63.16,0.0,0.0,0.0,0.0,6.99,13.98,0.756,0.879,1.757,1.76,1.757,15.992,0.24,0.62
58,1,,,,,,,11,3,47,111.3,2760,10801,30,0,51.0,28.92,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2,,,,,,,62,21,49,115.6,2760,10801,30,0,16.2,28.93,0.0,1.83,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,summary,0.439707,0.946757,0.350362,0.979872,0.00093927,0.9,,,,,,,,,,,,,,11,36.5,62,3,12.0,21,47,48.0,49,111.3,113.45,115.6,2760.0,10801.0,30.0,0,16.2,33.6,51.0,28.92,28.93,28.93,63.16,0.0,0.0,0.0,0.0,0.92,1.83,0.756,0.879,1.757,1.76,1.757,15.992,0.21,0.57
59,1,,,,,,,10,3,48,109.0,2760,10801,30,0,60.0,28.91,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2,,,,,,,61,21,49,116.5,2760,10801,30,0,14.1,28.93,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,summary,0.432562,0.949016,0.335762,0.982617,0.00093475,0.9,,,,,,,,,,,,,,10,35.5,61,3,12.0,21,48,48.5,49,109.0,112.75,116.5,2760.0,10801.0,30.0,0,14.1,37.05,60.0,28.91,28.92,28.93,63.16,0.0,0.0,0.0,0.0,0.0,0.0,0.756,0.879,1.757,1.76,1.757,15.992,0.18,0.58
60,1,,,,,,,14,4,48,109.1,2760,10801,30,0,51.9,28.93,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2,,,,,,,57,18,50,115.5,2760,10801,30,0,10.7,28.93,0.21,13.82,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,summary,0.421393,0.955954,0.345739,0.978957,0.00093007,0.9,,,,,,,,,,,,,,14,35.5,57,4,11.0,18,48,49.0,50,109.1,112.3,115.5,2760.0,10801.0,30.0,0,10.7,31.3,51.9,28.93,28.93,28.93,63.16,0.0,0.1,0.21,0.0,6.91,13.82,0.756,0.879,1.757,1.76,1.757,15.992,0.19,0.57
61,1,,,,,,,14,4,48,109.4,2760,10801,30,0,49.8,28.94,0.0,0.89,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2,,,,,,,60,20,53,114.1,2760,10801,30,0,11.9,28.92,0.11,14.02,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,summary,0.435204,0.947402,0.353952,0.976212,0.00092525,0.9,,,,,,,,,,,,,,14,37.0,60,4,12.0,20,48,50.5,53,109.4,111.75,114.1,2760.0,10801.0,30.0,0,11.9,30.85,49.8,28.92,28.93,28.94,63.16,0.0,0.06,0.11,0.89,7.46,14.02,0.756,0.879,1.757,1.76,1.757,15.992,0.21,0.56
62,1,,,,,,,12,4,48,109.4,2760,10801,30,0,53.1,28.93,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2,,,,,,,59,19,50,115.9,2760,10801,30,0,11.0,28.93,0.0,2.27,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,summary,0.428618,0.951920,0.344286,0.981702,0.00092028,0.9,,,,,,,,,,,,,,12,35.5,59,4,11.5,19,48,49.0,50,109.4,112.65,115.9,2760.0,10801.0,30.0,0,11.0,32.05,53.1,28.93,28.93,28.93,63.16,0.0,0.0,0.0,0.0,1.14,2.27,0.756,0.879,1.757,1.76,1.757,15.992,0.21,0.56
63,1,,,,,,,12,4,49,109.7,2760,10801,30,0,55.3,28.93,0.0,44.15,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2,,,,,,,60,21,49,115.9,2760,10801,30,0,11.6,28.93,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,summary,0.428568,0.953695,0.360075,0.974382,0.00091517,0.9,,,,,,,,,,,,,,12,36.0,60,4,12.5,21,49,49.0,49,109.7,112.8,115.9,2760.0,10801.0,30.0,0,11.6,33.45,55.3,28.93,28.93,28.93,63.16,0.0,0.0,0.0,0.0,22.07,44.15,0.756,0.879,1.757,1.76,1.757,15.992,0.23,0.62
64,1,,,,,,,34,10,51,111.0,2760,10801,30,0,52.0,28.95,0.02,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2,,,,,,,38,13,48,111.1,2760,10801,30,0,13.5,28.93,0.0,13.79,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,summary,0.430171,0.953049,0.349666,0.981702,0.00090991,0.9,,,,,,,,,,,,,,34,36.0,38,10,11.5,13,48,49.5,51,111.0,111.05,111.1,2760.0,10801.0,30.0,0,13.5,32.75,52.0,28.93,28.94,28.95,63.16,0.0,0.01,0.02,0.0,6.89,13.79,0.751,0.879,1.757,1.76,1.757,15.992,0.18,0.58
65,1,,,,,,,41,12,51,112.6,2760,10801,30,0,60.9,28.94,0.0,1.58,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2,,,,,,,39,14,47,112.7,2760,10801,30,0,19.5,28.9,0.0,14.04,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,summary,0.415532,0.958051,0.351080,0.981702,0.00090451,0.8,,,,,,,,,,,,,,39,40.0,41,12,13.0,14,47,49.0,51,112.6,112.65,112.7,2760.0,10801.0,30.0,0,19.5,40.2,60.9,28.9,28.92,28.94,63.16,0.0,0.0,0.0,1.58,7.81,14.04,0.751,0.879,1.757,1.76,1.757,15.992,0.19,0.56
66,1,,,,,,,41,12,51,114.1,2760,10801,30,0,58.9,28.92,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2,,,,,,,37,14,47,114.0,2760,10801,30,0,14.3,28.92,0.0,0.6,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,summary,0.410919,0.955792,0.328679,0.986276,0.00089897,0.9,,,,,,,,,,,,,,37,39.0,41,12,13.0,14,47,49.0,51,114.0,114.05,114.1,2760.0,10801.0,30.0,0,14.3,36.6,58.9,28.92,28.92,28.92,63.16,0.0,0.0,0.0,0.0,0.3,0.6,0.751,0.879,1.757,1.76,1.757,15.992,0.19,0.58
67,1,,,,,,,45,12,51,114.5,2760,10801,30,0,54.6,28.91,0.0,44.86,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2,,,,,,,38,13,47,113.5,2760,10801,30,0,9.9,28.92,0.0,0.63,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,summary,0.398203,0.964666,0.332471,0.984446,0.00089329,0.8,,,,,,,,,,,,,,38,41.5,45,12,12.5,13,47,49.0,51,113.5,114.0,114.5,2760.0,10801.0,30.0,0,9.9,32.25,54.6,28.91,28.91,28.92,63.16,0.0,0.0,0.0,0.63,22.75,44.86,0.751,0.879,1.757,1.76,1.757,15.992,0.18,0.57
68,1,,,,,,,44,12,51,114.5,2760,10801,30,0,52.7,28.93,0.0,0.0,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2,,,,,,,50,15,53,112.9,2760,10801,30,0,11.7,28.92,0.0,13.87,1.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
