epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_s,cuda_util_pct_min,cuda_util_pct_avg,cuda_util_pct_max,cuda_mem_util_pct_min,cuda_mem_util_pct_avg,cuda_mem_util_pct_max,gpu_temp_c_min,gpu_temp_c_avg,gpu_temp_c_max,gpu_power_w_min,gpu_power_w_avg,gpu_power_w_max,gpu_clock_sm_mhz_avg,gpu_clock_mem_mhz_avg,gpu_fan_pct_avg,gpu_throttled_any,cpu_pct_min,cpu_pct_avg,cpu_pct_max,ram_used_gb_min,ram_used_gb_avg,ram_used_gb_max,ram_total_gb,disk_read_mb_s_min,disk_read_mb_s_avg,disk_read_mb_s_max,disk_write_mb_s_min,disk_write_mb_s_avg,disk_write_mb_s_max,vram_peak_alloc_gb,vram_peak_reserved_gb,data_wait_s,compute_s
1,2.096023,0.519731,0.694026,0.927369,0.00100000,157.3,98,99.6,100,69,79.8,88,63,64.8,67,236.8,239.1,240.2,2742.0,10801.0,30.6,0,4.8,6.7,9.6,27.32,27.33,27.34,63.16,0.0,0.0,0.0,0.01,0.04,0.07,11.332,14.291,43.58,17.61
2,0.819801,0.876153,0.515325,0.948597,0.00100000,114.6,100,100.0,100,61,79.8,91,62,65.0,67,238.2,239.12,240.6,2736.0,10801.0,31.2,0,5.9,8.12,11.6,29.39,29.42,29.45,63.16,0.0,0.0,0.0,1.77,3.07,4.32,11.332,16.691,1.66,17.24
3,0.664147,0.907003,0.499546,0.954412,0.00100000,114.6,98,99.6,100,58,71.6,83,63,64.2,66,237.6,238.6,239.8,2739.0,10801.0,31.0,0,7.6,9.74,12.9,29.41,29.44,29.48,63.16,0.0,0.0,0.0,1.84,3.07,4.3,11.332,16.691,1.57,17.25
4,0.615293,0.919275,0.489481,0.957584,0.00100000,114.6,98,99.6,100,60,75.0,89,62,63.6,65,236.9,238.74,240.6,2736.0,10801.0,30.6,0,5.2,7.64,11.3,29.42,29.44,29.47,63.16,0.0,0.03,0.15,1.8,3.13,4.36,11.332,16.691,1.71,17.24
5,0.595576,0.924535,0.483182,0.959414,0.00100000,114.7,98,99.6,100,70,77.8,88,61,64.0,67,236.7,238.16,239.2,2742.0,10801.0,30.4,0,5.2,7.88,11.4,29.43,29.46,29.5,63.16,0.0,0.0,0.0,1.77,3.05,4.31,11.332,16.691,1.61,17.24
6,0.576664,0.929034,0.478054,0.959699,0.00100000,114.6,100,100.0,100,48,67.6,89,61,64.2,67,236.4,238.18,239.9,2745.0,10801.0,30.6,0,5.7,8.16,11.2,29.43,29.46,29.49,63.16,0.0,0.0,0.0,1.8,3.05,4.3,11.332,16.691,1.57,17.24
7,0.565408,0.932637,0.473831,0.960228,0.00100000,114.6,98,99.6,100,58,78.8,88,61,62.4,66,235.8,238.3,239.6,2745.0,10801.0,30.6,0,6.6,8.62,11.1,29.42,29.45,29.48,63.16,0.0,0.0,0.0,1.76,3.03,4.3,11.332,16.691,1.71,17.23
8,0.553825,0.935974,0.470552,0.960350,0.00100000,114.5,86,97.2,100,67,76.8,88,60,63.8,65,236.4,237.9,239.6,2742.0,10801.0,30.6,0,5.2,7.66,11.4,29.44,29.47,29.5,63.16,0.0,0.0,0.0,1.81,3.07,4.3,11.332,16.691,1.6,17.24
9,0.545703,0.938837,0.468912,0.960553,0.00100000,114.5,98,99.6,100,55,71.0,85,60,63.4,65,236.5,238.38,240.7,2745.0,10801.0,30.2,0,5.2,7.86,11.3,29.47,29.48,29.52,63.16,0.0,0.0,0.01,2.16,3.62,4.52,11.332,16.691,1.56,17.24
10,0.535966,0.941105,0.466531,0.961082,0.00100000,114.6,98,99.6,100,56,72.0,88,61,63.2,65,235.3,237.52,238.5,2745.0,10801.0,30.2,0,5.5,7.78,11.3,29.44,29.47,29.5,63.16,0.0,0.0,0.0,1.82,3.06,4.28,11.332,16.691,1.66,17.24
11,0.534669,0.941822,0.464129,0.961610,0.00100000,114.5,98,99.6,100,69,78.2,88,60,63.6,67,234.9,237.8,239.3,2745.0,10801.0,30.6,0,5.8,7.8,11.1,29.46,29.49,29.52,63.16,0.0,0.0,0.0,1.84,3.07,4.33,11.332,16.691,1.57,17.24
12,0.527086,0.943293,0.462766,0.961651,0.00100000,114.5,98,99.6,100,56,69.4,86,60,61.8,63,235.5,237.62,238.6,2742.0,10801.0,30.2,0,7.0,9.36,11.4,29.44,29.46,29.49,63.16,0.0,0.0,0.01,1.84,3.07,4.3,11.332,16.691,1.56,17.24
13,0.521584,0.944126,0.461299,0.962098,0.00100000,114.6,98,99.6,100,50,72.4,89,59,62.8,67,236.3,237.5,238.5,2745.0,10801.0,30.6,0,5.6,7.54,11.4,29.41,29.43,29.45,63.16,0.0,0.0,0.01,1.83,3.08,4.31,11.332,16.691,1.66,17.24
14,0.517274,0.946494,0.460337,0.962017,0.00100000,114.7,98,99.2,100,55,76.6,83,61,62.2,63,235.2,238.26,240.3,2745.0,10801.0,30.4,0,5.5,7.6,11.3,29.43,29.45,29.48,63.16,0.0,0.0,0.0,1.76,3.04,4.32,11.332,16.691,1.66,17.23
15,0.515013,0.947111,0.459417,0.961407,0.00100000,114.6,100,100.0,100,61,75.4,85,61,61.8,64,236.9,238.02,239.1,2739.0,10801.0,30.2,0,6.1,8.18,11.4,29.4,29.45,29.51,63.16,0.0,0.0,0.0,1.78,3.06,4.33,11.332,16.691,1.68,17.23
16,0.510867,0.947972,0.458211,0.962464,0.00100000,114.7,98,99.2,100,59,74.0,90,61,62.4,63,236.2,237.32,238.7,2742.0,10801.0,30.2,0,5.9,7.88,11.3,29.42,29.44,29.47,63.16,0.0,0.0,0.0,1.76,3.05,4.37,11.332,16.691,1.7,17.23
17,0.508711,0.948733,0.456036,0.962830,0.00100000,114.6,98,99.6,100,61,82.2,92,59,62.2,65,236.1,237.02,238.2,2745.0,10801.0,30.4,0,6.0,9.08,12.0,29.39,29.42,29.45,63.16,0.0,0.0,0.0,1.82,3.1,4.38,11.332,16.691,1.61,17.24
18,0.503501,0.949494,0.454374,0.963196,0.00100000,114.6,98,99.6,100,60,75.0,90,61,63.0,64,235.6,237.02,237.6,2745.0,10801.0,30.0,0,5.7,7.54,11.0,29.41,29.43,29.47,63.16,0.0,0.0,0.0,1.81,3.06,4.27,11.332,16.691,1.65,17.23
19,0.502335,0.950140,0.453254,0.963237,0.00100000,114.8,98,99.6,100,60,80.2,93,59,61.6,65,235.6,237.42,238.8,2745.0,10801.0,30.2,0,5.1,7.5,11.2,29.38,29.41,29.43,63.16,0.0,0.0,0.0,1.76,3.03,4.33,11.332,16.691,1.76,17.24
20,0.497806,0.951704,0.452566,0.963684,0.00100000,114.5,98,99.6,100,57,76.2,92,61,62.6,64,235.7,237.26,239.1,2745.0,10801.0,30.2,0,5.9,7.82,11.4,29.42,29.43,29.46,63.16,0.0,0.01,0.02,1.78,3.06,4.34,11.332,16.691,1.67,17.22
21,0.495490,0.952407,0.451961,0.964050,0.00100000,114.6,98,99.6,100,57,78.4,93,60,61.8,64,235.2,237.24,238.7,2745.0,10801.0,30.4,0,5.6,7.7,11.1,29.39,29.41,29.45,63.16,0.0,0.0,0.0,1.82,3.07,4.25,11.332,16.691,1.68,17.23
22,0.494764,0.952343,0.451282,0.963603,0.00100000,114.7,98,99.6,100,57,73.2,88,61,62.2,64,234.3,237.1,238.8,2745.0,10801.0,30.2,0,5.5,8.94,11.5,29.42,29.42,29.44,63.16,0.0,0.0,0.02,1.82,3.63,6.78,11.332,16.691,1.6,17.23
23,0.491587,0.953311,0.450762,0.964010,0.00100000,114.7,98,99.6,100,61,77.0,93,61,62.0,63,234.6,236.66,238.2,2745.0,10801.0,30.0,0,5.0,7.7,11.4,29.4,29.42,29.45,63.16,0.0,0.0,0.0,1.71,3.04,4.32,11.332,16.691,1.73,17.23
24,0.489151,0.954345,0.449626,0.964335,0.00100000,114.6,98,99.6,100,61,79.8,91,59,62.8,65,234.0,236.52,238.7,2745.0,10801.0,30.0,0,5.0,7.64,10.9,29.41,29.44,29.47,63.16,0.0,0.0,0.0,1.81,3.06,4.32,11.332,16.691,1.61,17.23
25,0.487308,0.954201,0.449466,0.964172,0.00100000,114.7,100,100.0,100,51,74.4,89,59,62.2,66,235.4,237.7,239.7,2739.0,10801.0,30.2,0,6.0,7.76,11.0,29.42,29.44,29.48,63.16,0.0,0.0,0.0,1.98,3.09,4.25,11.332,16.691,1.66,17.23
26,0.484562,0.955550,0.448914,0.964091,0.00100000,114.6,99,99.8,100,59,74.6,90,61,62.0,64,235.6,237.2,238.3,2745.0,10801.0,30.2,0,5.8,7.88,11.2,29.25,29.28,29.32,63.16,0.0,0.0,0.0,1.73,3.04,4.31,11.332,16.691,1.7,17.23
27,0.484724,0.954869,0.449129,0.963237,0.00100000,114.5,100,100.0,100,59,76.0,89,61,62.4,66,234.8,237.06,238.7,2745.0,10801.0,30.4,0,7.5,9.14,11.2,29.22,29.25,29.29,63.16,0.0,0.0,0.0,1.75,3.07,4.33,11.332,16.691,1.64,17.23
28,0.482184,0.956562,0.449004,0.963562,0.00100000,114.6,98,99.6,100,53,67.6,84,59,63.0,65,236.4,237.66,238.6,2745.0,10801.0,30.2,0,5.1,7.86,11.3,29.23,29.27,29.28,63.16,0.0,0.0,0.02,1.3,2.15,3.25,11.332,16.691,1.64,17.24
29,0.478419,0.957911,0.448892,0.963522,0.00100000,114.7,98,99.6,100,59,73.8,92,61,63.0,65,236.9,237.68,239.1,2745.0,10801.0,30.0,0,5.9,7.96,11.0,29.25,29.27,29.28,63.16,0.0,0.0,0.0,1.2,2.13,3.27,11.332,16.691,1.58,17.23
