epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_s,cuda_util_pct_min,cuda_util_pct_avg,cuda_util_pct_max,cuda_mem_util_pct_min,cuda_mem_util_pct_avg,cuda_mem_util_pct_max,gpu_temp_c_min,gpu_temp_c_avg,gpu_temp_c_max,gpu_power_w_min,gpu_power_w_avg,gpu_power_w_max,gpu_clock_sm_mhz_avg,gpu_clock_mem_mhz_avg,gpu_fan_pct_avg,gpu_throttled_any,cpu_pct_min,cpu_pct_avg,cpu_pct_max,ram_used_gb_min,ram_used_gb_avg,ram_used_gb_max,ram_total_gb,disk_read_mb_s_min,disk_read_mb_s_avg,disk_read_mb_s_max,disk_write_mb_s_min,disk_write_mb_s_avg,disk_write_mb_s_max,vram_peak_alloc_gb,vram_peak_reserved_gb,data_wait_s,compute_s
1,2.111717,0.375766,2.307863,0.080512,0.00106667,45.2,90,90.0,90,49,49.0,49,42,42.0,42,33.9,33.9,33.9,2565.0,10801.0,30.0,0,10.6,13.1,16.3,24.77,24.78,24.79,63.16,0.0,0.01,0.03,0.0,0.29,0.72,0.297,0.402,44.72,0.39
2,1.794602,0.646499,2.047908,0.641354,0.00213333,0.6,18,27.2,41,5,7.8,12,46,46.8,48,75.6,90.68,113.3,2760.0,10801.0,30.0,0,9.1,19.7,53.5,24.86,24.86,24.87,63.16,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.43,0.33,0.25
3,1.230655,0.806551,0.641284,0.957914,0.00320000,0.7,41,44.2,45,12,12.8,13,48,49.6,50,106.0,107.46,113.3,2760.0,10801.0,30.0,0,7.7,21.14,57.6,24.89,24.89,24.9,63.16,0.0,0.0,0.0,0.0,0.09,0.45,0.297,0.43,0.37,0.25
4,0.653118,0.911907,0.361869,0.985361,0.00420000,0.7,14,19.0,39,3,4.6,11,46,47.0,51,117.7,118.74,122.9,2760.0,10801.0,30.0,0,7.4,20.18,58.4,24.89,24.89,24.89,63.16,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.43,0.38,0.24
5,0.425712,0.964666,0.361960,0.991766,0.00526667,0.6,39,45.6,50,11,13.4,15,47,48.6,51,108.8,114.44,122.9,2760.0,10801.0,30.0,0,7.5,20.26,58.5,24.89,24.89,24.9,63.16,0.0,0.07,0.34,0.0,12.53,62.52,0.297,0.43,0.36,0.24
6,0.397885,0.974831,0.350900,0.989021,0.00633333,0.7,3,3.0,3,1,1.0,1,45,45.0,45,111.7,111.7,111.7,2760.0,10801.0,30.0,0,11.0,21.8,62.2,24.9,24.91,24.91,63.16,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.43,0.37,0.25
7,0.372854,0.981284,0.336871,0.990851,0.00740000,0.6,43,45.4,47,13,14.2,15,48,50.0,53,113.2,119.12,128.0,2760.0,10801.0,30.0,0,6.3,19.38,58.2,24.9,24.91,24.91,63.16,0.0,0.05,0.24,0.0,13.1,52.15,0.297,0.43,0.35,0.24
8,0.354926,0.984834,0.317659,0.992681,0.00846667,0.7,3,3.0,3,1,1.0,1,45,45.0,45,106.3,106.3,106.3,2760.0,10801.0,30.0,0,12.9,26.72,64.2,24.88,24.89,24.9,63.16,0.0,0.08,0.39,0.0,0.0,0.0,0.297,0.43,0.38,0.25
9,0.346030,0.986609,0.317063,0.993596,0.00953333,0.7,24,28.8,32,7,8.2,9,46,46.8,48,115.7,119.06,124.1,2760.0,10801.0,30.0,0,13.8,24.06,61.0,24.91,24.91,24.92,63.16,0.0,0.02,0.08,0.0,6.2,30.25,0.297,0.43,0.42,0.25
10,0.339695,0.987577,0.312272,0.995425,0.01060000,0.7,7,7.0,7,3,3.0,3,45,45.0,45,102.2,102.2,102.2,2760.0,10801.0,30.0,0,7.9,23.22,62.0,24.92,24.92,24.93,63.16,0.0,0.0,0.0,0.0,0.02,0.05,0.297,0.43,0.36,0.25
