epoch,sample_point,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_s,cuda_util_pct,cuda_mem_util_pct,gpu_temp_c,gpu_power_w,gpu_clock_sm_mhz,gpu_clock_mem_mhz,gpu_fan_pct,gpu_throttled,cpu_pct,ram_used_gb,disk_read_mb_s,disk_write_mb_s,nvsmi_vram_used_gb,cuda_util_pct_min,cuda_util_pct_avg,cuda_util_pct_max,cuda_mem_util_pct_min,cuda_mem_util_pct_avg,cuda_mem_util_pct_max,gpu_temp_c_min,gpu_temp_c_avg,gpu_temp_c_max,gpu_power_w_min,gpu_power_w_avg,gpu_power_w_max,gpu_clock_sm_mhz_avg,gpu_clock_mem_mhz_avg,gpu_fan_pct_avg,gpu_throttled_any,cpu_pct_min,cpu_pct_avg,cpu_pct_max,ram_used_gb_min,ram_used_gb_avg,ram_used_gb_max,ram_total_gb,disk_read_mb_s_min,disk_read_mb_s_avg,disk_read_mb_s_max,disk_write_mb_s_min,disk_write_mb_s_avg,disk_write_mb_s_max,vram_peak_alloc_gb,vram_peak_reserved_gb,nvsmi_vram_used_gb_min,nvsmi_vram_used_gb_avg,nvsmi_vram_used_gb_max,nvsmi_vram_total_gb,data_wait_s,compute_s
31,summary,0.316170,0.994837,0.307533,0.992681,0.00100000,0.6,,,,,,,,,,,,,,2,34.5,67,1,13.0,25,46,47.5,49,88.0,90.0,92.0,2760.0,10801.0,30.0,0,17.0,40.2,63.4,28.34,28.34,28.34,63.16,0.0,0.0,0.0,0.23,17.83,35.43,12.536,14.012,2.391,2.39,2.394,15.992,0.2,0.16
32,1,,,,,,,2,1,46,85.5,2760,10801,30,0,60.5,28.34,0.0,0.0,2.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2,,,,,,,2,1,46,85.5,2760,10801,30,0,9.7,28.34,0.0,0.18,2.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,summary,0.316638,0.993869,0.308820,0.991766,0.00100000,0.6,,,,,,,,,,,,,,2,2.0,2,1,1.0,1,46,46.0,46,85.5,85.5,85.5,2760.0,10801.0,30.0,0,9.7,35.1,60.5,28.34,28.34,28.34,63.16,0.0,0.0,0.0,0.0,0.09,0.18,12.536,14.012,2.393,2.39,2.393,15.992,0.2,0.14
33,1,,,,,,,40,9,46,96.6,2760,10801,30,0,62.2,28.35,0.0,0.0,2.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2,,,,,,,40,9,46,96.6,2760,10801,30,0,13.1,28.35,0.0,0.0,2.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,summary,0.316965,0.994192,0.305098,0.994511,0.00100000,0.6,,,,,,,,,,,,,,40,40.0,40,9,9.0,9,46,46.0,46,96.6,96.6,96.6,2760.0,10801.0,30.0,0,13.1,37.65,62.2,28.35,28.35,28.35,63.16,0.0,0.0,0.0,0.0,0.0,0.0,12.536,14.012,2.393,2.39,2.395,15.992,0.19,0.15
34,1,,,,,,,31,13,51,92.2,2760,10801,30,0,60.2,28.35,0.0,4.12,2.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2,,,,,,,8,3,46,86.6,2760,10801,30,0,11.7,28.36,0.0,4.3,2.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,summary,0.311469,0.996289,0.305614,0.994511,0.00100000,0.6,,,,,,,,,,,,,,8,19.5,31,3,8.0,13,46,48.5,51,86.6,89.4,92.2,2760.0,10801.0,30.0,0,11.7,35.95,60.2,28.35,28.36,28.36,63.16,0.0,0.0,0.0,4.12,4.21,4.3,12.536,14.012,2.395,2.4,2.395,15.992,0.2,0.15
35,1,,,,,,,31,7,49,89.9,2760,10801,30,0,60.1,28.34,0.0,1.31,2.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2,,,,,,,31,7,49,89.9,2760,10801,30,0,14.0,28.34,0.0,0.0,2.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,summary,0.318659,0.992578,0.305819,0.994511,0.00100000,0.6,,,,,,,,,,,,,,31,31.0,31,7,7.0,7,49,49.0,49,89.9,89.9,89.9,2760.0,10801.0,30.0,0,14.0,37.05,60.1,28.34,28.34,28.34,63.16,0.0,0.0,0.0,0.0,0.66,1.31,12.536,14.012,2.397,2.4,2.397,15.992,0.2,0.15
36,1,,,,,,,1,1,47,91.5,2760,10801,30,0,60.2,28.34,0.0,2.65,2.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2,,,,,,,53,19,48,89.8,2760,10801,30,0,13.3,28.34,0.0,10.18,2.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,summary,0.320485,0.992578,0.304555,0.994511,0.00100000,0.6,,,,,,,,,,,,,,1,27.0,53,1,10.0,19,47,47.5,48,89.8,90.65,91.5,2760.0,10801.0,30.0,0,13.3,36.75,60.2,28.34,28.34,28.34,63.16,0.0,0.0,0.0,2.65,6.42,10.18,12.536,14.012,2.396,2.4,2.396,15.992,0.19,0.14
37,1,,,,,,,5,1,46,85.2,2760,10801,30,0,58.7,28.35,0.0,0.0,2.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2,,,,,,,5,1,46,85.2,2760,10801,30,0,11.1,28.35,0.0,0.0,2.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,summary,0.312966,0.995160,0.306497,0.993596,0.00100000,0.6,,,,,,,,,,,,,,5,5.0,5,1,1.0,1,46,46.0,46,85.2,85.2,85.2,2760.0,10801.0,30.0,0,11.1,34.9,58.7,28.35,28.35,28.35,63.16,0.0,0.0,0.0,0.0,0.0,0.0,12.536,14.012,2.398,2.4,2.398,15.992,0.21,0.14
38,1,,,,,,,16,4,46,92.3,2760,10801,30,0,69.4,28.35,0.0,0.71,2.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2,,,,,,,16,4,46,92.3,2760,10801,30,0,19.1,28.35,0.0,0.0,2.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,summary,0.315198,0.994192,0.306812,0.992681,0.00100000,0.6,,,,,,,,,,,,,,16,16.0,16,4,4.0,4,46,46.0,46,92.3,92.3,92.3,2760.0,10801.0,30.0,0,19.1,44.25,69.4,28.35,28.35,28.35,63.16,0.0,0.0,0.0,0.0,0.35,0.71,12.536,14.012,2.399,2.4,2.399,15.992,0.2,0.15
39,1,,,,,,,3,1,46,85.2,2760,10801,30,0,60.7,28.34,0.0,0.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2,,,,,,,3,1,46,85.2,2760,10801,30,0,12.2,28.34,0.0,0.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,summary,0.310530,0.996450,0.302851,0.994511,0.00100000,0.6,,,,,,,,,,,,,,3,3.0,3,1,1.0,1,46,46.0,46,85.2,85.2,85.2,2760.0,10801.0,30.0,0,12.2,36.45,60.7,28.34,28.34,28.34,63.16,0.0,0.0,0.0,0.0,0.0,0.0,12.536,14.012,2.4,2.4,2.4,15.992,0.19,0.14
40,1,,,,,,,31,7,49,93.5,2760,10801,30,0,62.3,28.36,0.0,3.83,2.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2,,,,,,,31,7,49,93.5,2760,10801,30,0,15.0,28.36,0.0,0.0,2.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,summary,0.310440,0.996128,0.303895,0.994511,0.00100000,0.7,,,,,,,,,,,,,,31,31.0,31,7,7.0,7,49,49.0,49,93.5,93.5,93.5,2760.0,10801.0,30.0,0,15.0,38.65,62.3,28.36,28.36,28.36,63.16,0.0,0.0,0.0,0.0,1.92,3.83,12.536,14.012,2.398,2.4,2.399,15.992,0.2,0.15
41,1,,,,,,,22,10,49,92.5,2760,10801,30,0,62.3,28.35,0.0,0.0,2.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2,,,,,,,17,6,46,85.5,2760,10801,30,0,16.5,28.35,0.0,0.0,2.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,summary,0.310931,0.996450,0.302243,0.993596,0.00100000,0.6,,,,,,,,,,,,,,17,19.5,22,6,8.0,10,46,47.5,49,85.5,89.0,92.5,2760.0,10801.0,30.0,0,16.5,39.4,62.3,28.35,28.35,28.35,63.16,0.0,0.0,0.0,0.0,0.0,0.0,12.536,14.012,2.398,2.4,2.398,15.992,0.19,0.15
42,1,,,,,,,11,3,48,88.4,2760,10801,30,0,60.1,28.36,0.0,0.61,2.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2,,,,,,,11,3,48,88.4,2760,10801,30,0,17.4,28.36,0.0,33.63,2.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,summary,0.311852,0.995321,0.304784,0.992681,0.00100000,0.7,,,,,,,,,,,,,,11,11.0,11,3,3.0,3,48,48.0,48,88.4,88.4,88.4,2760.0,10801.0,30.0,0,17.4,38.75,60.1,28.36,28.36,28.36,63.16,0.0,0.0,0.0,0.61,17.12,33.63,12.536,14.012,2.398,2.4,2.398,15.992,0.21,0.15
43,1,,,,,,,3,2,47,92.3,2760,10801,30,0,63.1,28.35,0.0,0.0,2.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2,,,,,,,35,13,46,84.1,2760,10801,30,0,9.8,28.34,0.0,0.06,2.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,summary,0.312529,0.994998,0.306466,0.992681,0.00100000,0.6,,,,,,,,,,,,,,3,19.0,35,2,7.5,13,46,46.5,47,84.1,88.2,92.3,2760.0,10801.0,30.0,0,9.8,36.45,63.1,28.34,28.34,28.35,63.16,0.0,0.0,0.0,0.0,0.03,0.06,12.536,14.012,2.394,2.4,2.397,15.992,0.21,0.15
44,1,,,,,,,5,2,47,85.8,2760,10801,30,0,65.4,28.35,0.0,0.0,2.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2,,,,,,,5,2,47,85.8,2760,10801,30,0,19.7,28.35,0.0,35.25,2.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,summary,0.309044,0.996128,0.304524,0.994511,0.00100000,0.6,,,,,,,,,,,,,,5,5.0,5,2,2.0,2,47,47.0,47,85.8,85.8,85.8,2760.0,10801.0,30.0,0,19.7,42.55,65.4,28.35,28.35,28.35,63.16,0.0,0.0,0.0,0.0,17.62,35.25,12.536,14.012,2.394,2.39,2.394,15.992,0.18,0.14
45,1,,,,,,,36,8,47,96.4,2760,10801,30,0,65.0,28.35,0.0,0.0,2.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2,,,,,,,36,8,47,96.4,2760,10801,30,0,15.9,28.34,0.0,0.0,2.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,summary,0.310829,0.995966,0.305199,0.991766,0.00100000,0.6,,,,,,,,,,,,,,36,36.0,36,8,8.0,8,47,47.0,47,96.4,96.4,96.4,2760.0,10801.0,30.0,0,15.9,40.45,65.0,28.34,28.34,28.35,63.16,0.0,0.0,0.0,0.0,0.0,0.0,12.536,14.012,2.394,2.39,2.394,15.992,0.21,0.14
46,1,,,,,,,51,20,51,91.8,2760,10801,30,0,66.3,28.35,0.0,0.08,2.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2,,,,,,,8,3,46,86.2,2760,10801,30,0,17.1,28.36,0.36,28.67,2.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,summary,0.313335,0.995321,0.305532,0.993596,0.00100000,0.6,,,,,,,,,,,,,,8,29.5,51,3,11.5,20,46,48.5,51,86.2,89.0,91.8,2760.0,10801.0,30.0,0,17.1,41.7,66.3,28.35,28.36,28.36,63.16,0.0,0.18,0.36,0.08,14.38,28.67,12.536,14.012,2.395,2.4,2.398,15.992,0.19,0.15
47,1,,,,,,,9,2,48,92.3,2760,10801,30,0,67.3,28.36,0.0,0.0,2.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2,,,,,,,9,2,48,92.3,2760,10801,30,0,12.5,28.35,0.0,0.0,2.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,summary,0.312643,0.994514,0.306774,0.992681,0.00100000,0.6,,,,,,,,,,,,,,9,9.0,9,2,2.0,2,48,48.0,48,92.3,92.3,92.3,2760.0,10801.0,30.0,0,12.5,39.9,67.3,28.35,28.36,28.36,63.16,0.0,0.0,0.0,0.0,0.0,0.0,12.536,14.012,2.399,2.4,2.401,15.992,0.19,0.15
48,1,,,,,,,1,1,46,91.7,2760,10801,30,0,56.8,28.34,0.0,0.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2,,,,,,,58,22,49,87.0,2760,10801,30,0,12.4,28.34,0.0,28.57,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,summary,0.308372,0.996773,0.306655,0.992681,0.00100000,0.6,,,,,,,,,,,,,,1,29.5,58,1,11.5,22,46,47.5,49,87.0,89.35,91.7,2760.0,10801.0,30.0,0,12.4,34.6,56.8,28.34,28.34,28.34,63.16,0.0,0.0,0.0,0.0,14.29,28.57,12.536,14.012,2.4,2.4,2.4,15.992,0.21,0.14
49,1,,,,,,,3,1,46,84.8,2760,10801,30,0,59.3,28.3,0.0,78.32,2.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2,,,,,,,3,1,46,84.8,2760,10801,30,0,8.8,28.28,0.0,19.42,2.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,summary,0.310760,0.995482,0.304363,0.994511,0.00100000,0.6,,,,,,,,,,,,,,3,3.0,3,1,1.0,1,46,46.0,46,84.8,84.8,84.8,2760.0,10801.0,30.0,0,8.8,34.05,59.3,28.28,28.29,28.3,63.16,0.0,0.0,0.0,19.42,48.87,78.32,12.536,14.012,2.396,2.4,2.396,15.992,0.2,0.13
50,1,,,,,,,40,9,49,95.9,2760,10801,30,0,62.6,28.27,0.0,25.9,2.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2,,,,,,,40,9,49,95.9,2760,10801,30,0,13.0,28.27,0.0,41.2,2.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,summary,0.310006,0.996128,0.306636,0.991766,0.00100000,0.6,,,,,,,,,,,,,,40,40.0,40,9,9.0,9,49,49.0,49,95.9,95.9,95.9,2760.0,10801.0,30.0,0,13.0,37.8,62.6,28.27,28.27,28.27,63.16,0.0,0.0,0.0,25.9,33.55,41.2,12.536,14.012,2.396,2.4,2.396,15.992,0.21,0.14
51,1,,,,,,,17,9,49,90.8,2760,10801,30,0,60.5,28.28,0.38,6.06,2.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2,,,,,,,27,11,48,87.7,2760,10801,30,0,10.5,28.27,0.0,6.61,2.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,summary,0.311931,0.995482,0.304584,0.992681,0.00100000,0.6,,,,,,,,,,,,,,17,22.0,27,9,10.0,11,48,48.5,49,87.7,89.25,90.8,2760.0,10801.0,30.0,0,10.5,35.5,60.5,28.27,28.27,28.28,63.16,0.0,0.19,0.38,6.06,6.33,6.61,12.536,14.012,2.396,2.4,2.396,15.992,0.19,0.14
52,1,,,,,,,4,1,47,87.2,2760,10801,30,0,63.2,28.27,0.0,4.72,2.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2,,,,,,,4,1,47,87.2,2760,10801,30,0,14.6,28.26,0.0,35.57,2.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,summary,0.307527,0.996450,0.307134,0.991766,0.00100000,0.6,,,,,,,,,,,,,,4,4.0,4,1,1.0,1,47,47.0,47,87.2,87.2,87.2,2760.0,10801.0,30.0,0,14.6,38.9,63.2,28.26,28.27,28.27,63.16,0.0,0.0,0.0,4.72,20.14,35.57,12.536,14.012,2.397,2.4,2.397,15.992,0.19,0.14
53,1,,,,,,,30,7,46,94.7,2760,10801,30,0,60.8,28.25,0.0,5.2,2.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2,,,,,,,30,7,46,94.7,2760,10801,30,0,12.1,28.24,0.0,2.94,2.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,summary,0.310310,0.995321,0.306105,0.991766,0.00100000,0.6,,,,,,,,,,,,,,30,30.0,30,7,7.0,7,46,46.0,46,94.7,94.7,94.7,2760.0,10801.0,30.0,0,12.1,36.45,60.8,28.24,28.24,28.25,63.16,0.0,0.0,0.0,2.94,4.07,5.2,12.536,14.012,2.397,2.4,2.397,15.992,0.2,0.14
54,1,,,,,,,48,19,51,91.3,2760,10801,30,0,62.7,28.24,0.0,23.43,2.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2,,,,,,,7,3,46,85.8,2760,10801,30,0,13.4,28.24,0.0,40.19,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,summary,0.308481,0.995644,0.304038,0.992681,0.00100000,0.6,,,,,,,,,,,,,,7,27.5,48,3,11.0,19,46,48.5,51,85.8,88.55,91.3,2760.0,10801.0,30.0,0,13.4,38.05,62.7,28.24,28.24,28.24,63.16,0.0,0.0,0.0,23.43,31.81,40.19,12.536,14.012,2.39,2.39,2.394,15.992,0.2,0.14
55,1,,,,,,,12,3,49,91.4,2760,10801,30,0,66.7,28.2,0.0,33.46,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2,,,,,,,12,3,49,91.4,2760,10801,30,0,16.1,28.19,0.0,28.36,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,summary,0.309543,0.995805,0.305706,0.992681,0.00100000,0.6,,,,,,,,,,,,,,12,12.0,12,3,3.0,3,49,49.0,49,91.4,91.4,91.4,2760.0,10801.0,30.0,0,16.1,41.4,66.7,28.19,28.2,28.2,63.16,0.0,0.0,0.0,28.36,30.91,33.46,12.536,14.012,2.39,2.39,2.39,15.992,0.19,0.14
56,1,,,,,,,1,1,47,91.1,2760,10801,30,0,65.2,28.17,0.0,33.92,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2,,,,,,,55,21,49,87.2,2760,10801,30,0,17.7,28.15,0.0,54.55,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,summary,0.308562,0.995966,0.303916,0.992681,0.00100000,0.7,,,,,,,,,,,,,,1,28.0,55,1,11.0,21,47,48.0,49,87.2,89.15,91.1,2760.0,10801.0,30.0,0,17.7,41.45,65.2,28.15,28.16,28.17,63.16,0.0,0.0,0.0,33.92,44.23,54.55,12.536,14.012,2.38,2.38,2.39,15.992,0.22,0.15
