epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_s,cuda_util_pct_min,cuda_util_pct_avg,cuda_util_pct_max,cuda_mem_util_pct_min,cuda_mem_util_pct_avg,cuda_mem_util_pct_max,gpu_temp_c_min,gpu_temp_c_avg,gpu_temp_c_max,gpu_power_w_min,gpu_power_w_avg,gpu_power_w_max,gpu_clock_sm_mhz_avg,gpu_clock_mem_mhz_avg,gpu_fan_pct_avg,gpu_throttled_any,cpu_pct_min,cpu_pct_avg,cpu_pct_max,ram_used_gb_min,ram_used_gb_avg,ram_used_gb_max,ram_total_gb,disk_read_mb_s_min,disk_read_mb_s_avg,disk_read_mb_s_max,disk_write_mb_s_min,disk_write_mb_s_avg,disk_write_mb_s_max,vram_peak_alloc_gb,vram_peak_reserved_gb,data_wait_s,compute_s
1,3.258252,0.046260,3.265209,0.036658,0.00011200,62.4,95,98.2,100,63,82.0,98,58,60.2,63,208.8,221.12,226.4,2745.0,10801.0,30.0,0,5.3,10.36,22.1,25.07,25.07,25.08,63.16,0.0,0.0,0.01,0.02,0.09,0.17,10.886,14.145,57.1,3.09
2,3.039918,0.141052,2.363075,0.290230,0.00022400,17.9,96,99.2,100,68,77.6,88,61,63.0,65,215.0,223.94,228.2,2745.0,10801.0,30.0,0,6.2,18.82,47.3,25.23,25.25,25.27,63.16,0.0,0.0,0.0,4.05,5.95,9.81,10.889,14.158,13.1,2.58
3,2.211731,0.382660,0.925509,0.880217,0.00033600,17.8,96,98.4,100,67,80.8,91,62,63.6,66,222.8,225.32,227.2,2745.0,10801.0,30.8,0,5.6,18.86,47.2,25.29,25.32,25.35,63.16,0.0,0.0,0.0,4.31,5.6,6.78,10.89,14.16,13.32,2.21
4,0.816522,0.876593,0.494022,0.967576,0.00044800,17.9,96,98.6,100,77,84.0,91,63,64.6,67,218.1,224.92,227.6,2745.0,10801.0,32.0,0,5.5,19.04,47.3,25.31,25.33,25.36,63.16,0.0,0.01,0.07,4.21,5.58,6.84,10.891,14.16,13.07,2.54
5,0.565976,0.947035,0.443499,0.975691,0.00056000,17.9,96,98.6,100,69,82.8,99,63,65.4,69,225.3,226.9,228.3,2745.0,10801.0,33.0,0,5.6,18.84,47.1,25.29,25.33,25.36,63.16,0.0,0.0,0.0,4.25,5.92,7.0,10.891,14.16,13.37,2.26
6,0.506181,0.959506,0.426020,0.978654,0.00067200,17.9,97,99.4,100,70,82.0,93,64,65.4,69,226.0,227.98,229.7,2733.0,10801.0,33.2,0,5.7,18.78,46.8,25.29,25.32,25.34,63.16,0.0,0.0,0.0,4.26,5.91,9.18,10.891,14.16,13.25,2.45
7,0.483296,0.964530,0.421665,0.978160,0.00078400,17.7,96,98.6,100,66,82.2,96,64,66.2,70,226.5,228.16,229.6,2736.0,10801.0,34.0,0,5.5,19.2,47.9,25.3,25.32,25.36,63.16,0.0,0.0,0.02,4.28,5.9,8.76,10.891,14.16,13.32,2.18
8,0.469738,0.966703,0.421360,0.976855,0.00089600,18.0,97,99.4,100,68,78.0,96,65,66.4,68,228.1,229.48,231.8,2730.0,10801.0,34.0,0,5.4,18.44,46.5,25.3,25.33,25.37,63.16,0.0,0.0,0.0,4.22,5.42,6.48,10.891,14.16,13.33,2.44
9,0.461455,0.968670,0.409325,0.980277,0.00100000,17.9,97,99.0,100,68,80.8,99,64,66.4,68,228.7,229.56,230.9,2742.0,10801.0,34.4,0,5.7,18.98,47.2,25.28,25.32,25.35,63.16,0.0,0.0,0.0,4.91,5.96,6.83,10.89,14.16,13.12,2.5
10,0.453384,0.970015,0.407195,0.981054,0.00099992,17.9,96,99.0,100,74,85.2,98,64,66.4,69,225.0,229.2,231.6,2730.0,10801.0,35.0,0,5.8,18.76,46.0,25.3,25.34,25.37,63.16,0.0,0.0,0.0,4.26,5.9,9.15,10.891,14.162,13.47,2.22
