epoch,sample_point,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_s,cuda_util_pct,cuda_mem_util_pct,gpu_temp_c,gpu_power_w,gpu_clock_sm_mhz,gpu_clock_mem_mhz,gpu_fan_pct,gpu_throttled,cpu_pct,ram_used_gb,disk_read_mb_s,disk_write_mb_s,nvsmi_vram_used_gb,cuda_util_pct_min,cuda_util_pct_avg,cuda_util_pct_max,cuda_mem_util_pct_min,cuda_mem_util_pct_avg,cuda_mem_util_pct_max,gpu_temp_c_min,gpu_temp_c_avg,gpu_temp_c_max,gpu_power_w_min,gpu_power_w_avg,gpu_power_w_max,gpu_clock_sm_mhz_avg,gpu_clock_mem_mhz_avg,gpu_fan_pct_avg,gpu_throttled_any,cpu_pct_min,cpu_pct_avg,cpu_pct_max,ram_used_gb_min,ram_used_gb_avg,ram_used_gb_max,ram_total_gb,disk_read_mb_s_min,disk_read_mb_s_avg,disk_read_mb_s_max,disk_write_mb_s_min,disk_write_mb_s_avg,disk_write_mb_s_max,vram_peak_alloc_gb,vram_peak_reserved_gb,nvsmi_vram_used_gb_min,nvsmi_vram_used_gb_avg,nvsmi_vram_used_gb_max,nvsmi_vram_total_gb,data_wait_s,compute_s
28,2,,,,,,,3,3,42,29.9,465,5001,30,0,13.6,29.81,0.0,9.54,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,summary,0.369403,0.912400,0.348018,0.921668,0.00350027,3.4,,,,,,,,,,,,,,3,3.0,3,3,3.0,3,42,42.0,42,29.9,29.9,29.9,465.0,5001.0,30.0,0,13.6,35.1,56.6,29.81,29.81,29.82,63.16,0.0,0.01,0.01,0.68,5.11,9.54,8.281,13.705,1.94,1.94,1.94,15.992,2.05,0.36
29,1,,,,,,,3,3,41,34.6,465,5001,30,0,55.3,29.81,0.0,0.6,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2,,,,,,,35,8,41,29.0,390,5001,30,0,14.0,29.82,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,summary,0.365389,0.915999,0.355585,0.918546,0.00345512,3.4,,,,,,,,,,,,,,3,19.0,35,3,5.5,8,41,41.0,41,29.0,31.8,34.6,427.5,5001.0,30.0,0,14.0,34.65,55.3,29.81,29.81,29.82,63.16,0.0,0.0,0.0,0.0,0.3,0.6,8.281,13.705,1.94,1.94,1.94,15.992,2.09,0.36
30,1,,,,,,,3,3,41,32.7,540,5001,30,0,56.1,29.82,0.01,0.48,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2,,,,,,,43,11,42,29.0,450,5001,30,0,8.9,29.81,0.0,0.11,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,summary,0.361652,0.916697,0.387685,0.899258,0.00340834,3.4,,,,,,,,,,,,,,3,23.0,43,3,7.0,11,41,41.5,42,29.0,30.85,32.7,495.0,5001.0,30.0,0,8.9,32.5,56.1,29.81,29.81,29.82,63.16,0.0,0.01,0.01,0.11,0.29,0.48,8.281,13.705,1.94,1.94,1.94,15.992,2.14,0.32
31,1,,,,,,,3,3,41,30.8,525,5001,30,0,56.0,29.8,0.11,3.1,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2,,,,,,,96,21,42,31.9,480,5001,30,0,11.4,29.8,0.67,0.04,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,summary,0.359476,0.918032,0.322699,0.932630,0.00335997,3.4,,,,,,,,,,,,,,3,49.5,96,3,12.0,21,41,41.5,42,30.8,31.35,31.9,502.5,5001.0,30.0,0,11.4,33.7,56.0,29.8,29.8,29.8,63.16,0.11,0.39,0.67,0.04,1.57,3.1,8.281,13.705,1.94,1.94,1.94,15.992,2.12,0.34
32,1,,,,,,,3,3,41,29.6,510,5001,30,0,56.2,29.79,0.0,2.21,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2,,,,,,,94,21,44,34.6,2565,10801,30,0,14.3,29.8,0.0,0.3,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,summary,0.358259,0.917652,0.347962,0.922223,0.00331008,3.4,,,,,,,,,,,,,,3,48.5,94,3,12.0,21,41,42.5,44,29.6,32.1,34.6,1537.5,7901.0,30.0,0,14.3,35.25,56.2,29.79,29.8,29.8,63.16,0.0,0.0,0.0,0.3,1.25,2.21,8.281,13.705,1.94,1.94,1.94,15.992,2.11,0.35
33,1,,,,,,,5,3,41,29.8,450,5001,30,0,56.8,29.8,0.01,2.72,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2,,,,,,,5,3,41,29.8,450,5001,30,0,10.7,29.8,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,summary,0.354054,0.921288,0.331996,0.927427,0.00325871,3.4,,,,,,,,,,,,,,5,5.0,5,3,3.0,3,41,41.0,41,29.8,29.8,29.8,450.0,5001.0,30.0,0,10.7,33.75,56.8,29.8,29.8,29.8,63.16,0.0,0.01,0.01,0.0,1.36,2.72,8.281,13.705,1.94,1.94,1.94,15.992,2.11,0.35
34,1,,,,,,,3,3,41,35.4,510,5001,30,0,58.2,29.8,0.0,0.48,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2,,,,,,,52,13,42,30.0,435,5001,30,0,12.4,29.78,0.0,11.55,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,summary,0.350148,0.921974,0.311008,0.939430,0.00320594,3.4,,,,,,,,,,,,,,3,27.5,52,3,8.0,13,41,41.5,42,30.0,32.7,35.4,472.5,5001.0,30.0,0,12.4,35.3,58.2,29.78,29.79,29.8,63.16,0.0,0.0,0.0,0.48,6.02,11.55,8.281,13.705,1.94,1.94,1.94,15.992,2.07,0.37
35,1,,,,,,,5,3,41,33.0,465,5001,30,0,59.0,29.76,0.0,0.57,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2,,,,,,,96,20,44,33.0,2565,10801,30,0,15.3,29.77,0.0,0.39,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,summary,0.349500,0.923296,0.355308,0.919448,0.00315523,3.3,,,,,,,,,,,,,,5,50.5,96,3,11.5,20,41,42.5,44,33.0,33.0,33.0,1515.0,7901.0,30.0,0,15.3,37.15,59.0,29.76,29.77,29.77,63.16,0.0,0.0,0.0,0.39,0.48,0.57,8.281,13.705,1.94,1.94,1.94,15.992,2.01,0.34
36,1,,,,,,,5,3,41,29.2,480,5001,30,0,58.6,29.77,0.0,0.57,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2,,,,,,,5,3,41,29.2,480,5001,30,0,12.3,29.75,0.0,1.08,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,summary,0.344188,0.925476,0.467490,0.855755,0.00309989,3.4,,,,,,,,,,,,,,5,5.0,5,3,3.0,3,41,41.0,41,29.2,29.2,29.2,480.0,5001.0,30.0,0,12.3,35.45,58.6,29.75,29.76,29.77,63.16,0.0,0.0,0.0,0.57,0.82,1.08,8.281,13.705,1.94,1.94,1.94,15.992,2.1,0.35
37,1,,,,,,,5,3,41,35.9,510,5001,30,0,59.1,29.74,0.0,1.82,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2,,,,,,,36,9,41,30.2,435,5001,30,0,11.1,29.72,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,summary,0.348082,0.923051,0.304974,0.940817,0.00304331,3.4,,,,,,,,,,,,,,5,20.5,36,3,6.0,9,41,41.0,41,30.2,33.05,35.9,472.5,5001.0,30.0,0,11.1,35.1,59.1,29.72,29.73,29.74,63.16,0.0,0.0,0.0,0.0,0.91,1.82,8.281,13.705,1.94,1.94,1.94,15.992,2.09,0.36
38,1,,,,,,,4,3,41,33.6,495,5001,30,0,57.7,29.7,0.02,2.08,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2,,,,,,,97,18,42,32.0,705,5001,30,0,15.1,29.7,0.0,0.81,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,summary,0.344871,0.924717,0.418001,0.883785,0.00298556,3.4,,,,,,,,,,,,,,4,50.5,97,3,10.5,18,41,41.5,42,32.0,32.8,33.6,600.0,5001.0,30.0,0,15.1,36.4,57.7,29.7,29.7,29.7,63.16,0.0,0.01,0.02,0.81,1.45,2.08,8.281,13.705,1.94,1.94,1.94,15.992,2.11,0.37
39,1,,,,,,,6,3,41,32.6,465,5001,30,0,58.4,29.67,0.01,1.63,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2,,,,,,,96,25,42,34.3,570,5001,30,0,11.9,29.66,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,summary,0.344491,0.925182,0.328538,0.935475,0.00292670,3.5,,,,,,,,,,,,,,6,51.0,96,3,14.0,25,41,41.5,42,32.6,33.45,34.3,517.5,5001.0,30.0,0,11.9,35.15,58.4,29.66,29.66,29.67,63.16,0.0,0.01,0.01,0.0,0.81,1.63,8.281,13.705,1.94,1.94,1.94,15.992,2.13,0.36
40,1,,,,,,,3,3,41,29.7,480,5001,30,0,58.7,29.64,0.0,0.73,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2,,,,,,,97,21,44,33.9,2565,10801,30,0,13.7,29.63,0.0,8.74,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,summary,0.344995,0.926320,0.305519,0.940332,0.00286680,3.3,,,,,,,,,,,,,,3,50.0,97,3,12.0,21,41,42.5,44,29.7,31.8,33.9,1522.5,7901.0,30.0,0,13.7,36.2,58.7,29.63,29.63,29.64,63.16,0.0,0.0,0.0,0.73,4.74,8.74,8.281,13.705,1.94,1.94,1.94,15.992,2.1,0.32
41,1,,,,,,,4,3,41,29.7,480,5001,30,0,56.7,29.59,0.0,0.63,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2,,,,,,,4,3,41,29.7,480,5001,30,0,14.2,29.61,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,summary,0.338576,0.929773,0.306281,0.941095,0.00280593,3.4,,,,,,,,,,,,,,4,4.0,4,3,3.0,3,41,41.0,41,29.7,29.7,29.7,480.0,5001.0,30.0,0,14.2,35.45,56.7,29.59,29.6,29.61,63.16,0.0,0.0,0.0,0.0,0.32,0.63,8.281,13.705,1.94,1.94,1.94,15.992,2.09,0.35
42,1,,,,,,,4,2,41,35.6,510,5001,30,0,56.2,29.6,0.0,0.52,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2,,,,,,,67,15,41,30.7,450,5001,30,0,9.9,29.6,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,summary,0.335033,0.929932,0.312652,0.937903,0.00274416,3.2,,,,,,,,,,,,,,4,35.5,67,2,8.5,15,41,41.0,41,30.7,33.15,35.6,480.0,5001.0,30.0,0,9.9,33.05,56.2,29.6,29.6,29.6,63.16,0.0,0.0,0.0,0.0,0.26,0.52,8.281,13.705,1.94,1.94,1.94,15.992,2.03,0.29
43,1,,,,,,,2,3,41,30.1,540,5001,30,0,56.2,29.59,0.03,2.44,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2,,,,,,,2,3,41,30.1,540,5001,30,0,12.0,29.6,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,summary,0.335246,0.930299,0.311597,0.938042,0.00268155,3.2,,,,,,,,,,,,,,2,2.0,2,3,3.0,3,41,41.0,41,30.1,30.1,30.1,540.0,5001.0,30.0,0,12.0,34.1,56.2,29.59,29.59,29.6,63.16,0.0,0.01,0.03,0.0,1.22,2.44,8.281,13.705,1.94,1.94,1.94,15.992,1.99,0.27
44,1,,,,,,,2,3,41,33.4,570,5001,30,0,55.5,29.61,0.0,2.73,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2,,,,,,,58,15,42,31.0,540,5001,30,0,10.5,29.6,0.0,0.27,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,summary,0.329974,0.933311,0.299281,0.943593,0.00261817,3.4,,,,,,,,,,,,,,2,30.0,58,3,9.0,15,41,41.5,42,31.0,32.2,33.4,555.0,5001.0,30.0,0,10.5,33.0,55.5,29.6,29.61,29.61,63.16,0.0,0.0,0.0,0.27,1.5,2.73,8.281,13.705,1.94,1.94,1.94,15.992,2.11,0.34
45,1,,,,,,,5,3,41,31.1,480,5001,30,0,56.7,29.59,0.0,0.73,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2,,,,,,,5,3,41,31.1,480,5001,30,0,9.8,29.58,0.0,7.36,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,summary,0.331770,0.931940,0.368649,0.913967,0.00255410,3.2,,,,,,,,,,,,,,5,5.0,5,3,3.0,3,41,41.0,41,31.1,31.1,31.1,480.0,5001.0,30.0,0,9.8,33.25,56.7,29.58,29.59,29.59,63.16,0.0,0.0,0.0,0.73,4.04,7.36,8.281,13.705,1.94,1.94,1.94,15.992,2.02,0.28
46,1,,,,,,,4,3,41,35.1,570,5001,30,0,56.3,29.6,0.0,0.75,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2,,,,,,,36,9,41,30.4,495,5001,30,0,9.2,29.6,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,summary,0.329168,0.933360,0.298273,0.943593,0.00248941,3.3,,,,,,,,,,,,,,4,20.0,36,3,6.0,9,41,41.0,41,30.4,32.75,35.1,532.5,5001.0,30.0,0,9.2,32.75,56.3,29.6,29.6,29.6,63.16,0.0,0.0,0.0,0.0,0.38,0.75,8.281,13.705,1.94,1.94,1.94,15.992,2.05,0.36
47,1,,,,,,,3,3,40,33.2,465,5001,30,0,55.7,29.59,0.0,0.58,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2,,,,,,,96,19,42,31.9,765,5001,30,0,14.4,29.59,0.0,1.47,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,summary,0.325787,0.936201,0.298505,0.944564,0.00242417,3.4,,,,,,,,,,,,,,3,49.5,96,3,11.0,19,40,41.0,42,31.9,32.55,33.2,615.0,5001.0,30.0,0,14.4,35.05,55.7,29.59,29.59,29.59,63.16,0.0,0.0,0.0,0.58,1.02,1.47,8.281,13.705,1.94,1.94,1.94,15.992,2.07,0.4
48,1,,,,,,,4,3,40,30.9,420,5001,30,0,55.9,29.6,0.0,1.69,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2,,,,,,,4,3,40,30.9,420,5001,30,0,10.0,29.59,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,summary,0.327599,0.934634,0.321915,0.933740,0.00235846,3.3,,,,,,,,,,,,,,4,4.0,4,3,3.0,3,40,40.0,40,30.9,30.9,30.9,420.0,5001.0,30.0,0,10.0,32.95,55.9,29.59,29.59,29.6,63.16,0.0,0.0,0.0,0.0,0.84,1.69,8.281,13.705,1.94,1.94,1.94,15.992,2.04,0.32
49,1,,,,,,,4,3,40,35.0,570,5001,30,0,57.4,29.58,0.0,0.5,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2,,,,,,,66,16,42,31.1,495,5001,30,0,11.3,29.57,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,summary,0.326939,0.934903,0.334427,0.927912,0.00229234,3.2,,,,,,,,,,,,,,4,35.0,66,3,9.5,16,40,41.0,42,31.1,33.05,35.0,532.5,5001.0,30.0,0,11.3,34.35,57.4,29.57,29.57,29.58,63.16,0.0,0.0,0.0,0.0,0.25,0.5,8.281,13.705,1.94,1.94,1.94,15.992,2.0,0.28
50,1,,,,,,,2,3,40,28.9,510,5001,30,0,56.9,29.59,0.0,2.03,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2,,,,,,,2,3,40,28.9,510,5001,30,0,15.1,29.58,0.0,0.6,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,summary,0.325222,0.935454,0.295465,0.945882,0.00222589,3.4,,,,,,,,,,,,,,2,2.0,2,3,3.0,3,40,40.0,40,28.9,28.9,28.9,510.0,5001.0,30.0,0,15.1,36.0,56.9,29.58,29.59,29.59,63.16,0.0,0.0,0.0,0.6,1.31,2.03,8.281,13.705,1.94,1.94,1.94,15.992,2.08,0.35
51,1,,,,,,,6,3,40,28.8,420,5001,30,0,54.8,29.59,0.0,1.86,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2,,,,,,,95,22,41,32.4,525,5001,30,0,8.1,29.59,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,summary,0.326623,0.936286,0.286851,0.950114,0.00215919,3.5,,,,,,,,,,,,,,6,50.5,95,3,12.5,22,40,40.5,41,28.8,30.6,32.4,472.5,5001.0,30.0,0,8.1,31.45,54.8,29.59,29.59,29.59,63.16,0.0,0.0,0.0,0.0,0.93,1.86,8.281,13.705,1.94,1.94,1.94,15.992,2.25,0.36
52,1,,,,,,,3,3,40,28.8,480,5001,30,0,56.6,29.59,0.0,2.57,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2,,,,,,,3,3,40,28.8,480,5001,30,0,17.4,29.59,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,summary,0.324373,0.936678,0.285765,0.949559,0.00209231,3.2,,,,,,,,,,,,,,3,3.0,3,3,3.0,3,40,40.0,40,28.8,28.8,28.8,480.0,5001.0,30.0,0,17.4,37.0,56.6,29.59,29.59,29.59,63.16,0.0,0.0,0.0,0.0,1.28,2.57,8.281,13.705,1.94,1.94,1.94,15.992,2.01,0.3
53,1,,,,,,,2,3,40,32.9,555,5001,30,0,54.9,29.58,0.03,0.64,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2,,,,,,,58,14,41,29.9,465,5001,30,0,11.3,29.58,0.0,0.38,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,summary,0.320747,0.937609,0.288599,0.948241,0.00202533,3.4,,,,,,,,,,,,,,2,30.0,58,3,8.5,14,40,40.5,41,29.9,31.4,32.9,510.0,5001.0,30.0,0,11.3,33.1,54.9,29.58,29.58,29.58,63.16,0.0,0.01,0.03,0.38,0.51,0.64,8.281,13.705,1.94,1.94,1.94,15.992,2.12,0.33
54,1,,,,,,,4,3,40,31.3,495,5001,30,0,57.2,29.57,0.0,0.64,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2,,,,,,,94,27,42,34.1,675,5001,30,0,11.5,29.58,0.0,0.36,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,summary,0.322141,0.937217,0.315329,0.936863,0.00195832,3.3,,,,,,,,,,,,,,4,49.0,94,3,15.0,27,40,41.0,42,31.3,32.7,34.1,585.0,5001.0,30.0,0,11.5,34.35,57.2,29.57,29.57,29.58,63.16,0.0,0.0,0.0,0.36,0.5,0.64,8.281,13.705,1.94,1.94,1.94,15.992,2.05,0.36
55,1,,,,,,,3,3,40,29.5,435,5001,30,0,57.0,29.58,0.0,2.03,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2,,,,,,,3,3,40,29.5,435,5001,30,0,12.5,29.59,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,summary,0.320162,0.938515,0.299332,0.943454,0.00189136,3.4,,,,,,,,,,,,,,3,3.0,3,3,3.0,3,40,40.0,40,29.5,29.5,29.5,435.0,5001.0,30.0,0,12.5,34.75,57.0,29.58,29.59,29.59,63.16,0.0,0.0,0.0,0.0,1.01,2.03,8.281,13.705,1.94,1.94,1.94,15.992,2.13,0.37
56,1,,,,,,,2,3,40,35.1,525,5001,30,0,56.9,29.62,0.0,2.33,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2,,,,,,,5,3,41,29.7,420,5001,30,0,13.6,29.63,0.04,1.11,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,summary,0.322120,0.937425,0.309880,0.939638,0.00182452,3.4,,,,,,,,,,,,,,2,3.5,5,3,3.0,3,40,40.5,41,29.7,32.4,35.1,472.5,5001.0,30.0,0,13.6,35.25,56.9,29.62,29.62,29.63,63.16,0.0,0.02,0.04,1.11,1.72,2.33,8.281,13.705,1.94,1.94,1.94,15.992,2.1,0.36
57,1,,,,,,,3,3,40,32.8,465,5001,30,0,55.8,29.62,0.0,2.3,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2,,,,,,,97,20,41,31.9,405,5001,30,0,10.1,29.62,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,summary,0.317864,0.939274,0.300386,0.942760,0.00175787,3.3,,,,,,,,,,,,,,3,50.0,97,3,11.5,20,40,40.5,41,31.9,32.35,32.8,435.0,5001.0,30.0,0,10.1,32.95,55.8,29.62,29.62,29.62,63.16,0.0,0.0,0.0,0.0,1.15,2.3,8.281,13.705,1.94,1.94,1.94,15.992,2.09,0.27
58,1,,,,,,,3,2,40,30.4,435,5001,30,0,54.9,29.64,0.01,0.78,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2,,,,,,,75,26,43,39.1,2565,10801,30,0,11.1,29.64,0.0,9.45,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,summary,0.315811,0.940657,0.288393,0.949559,0.00169150,3.4,,,,,,,,,,,,,,3,39.0,75,2,14.0,26,40,41.5,43,30.4,34.75,39.1,1500.0,7901.0,30.0,0,11.1,33.0,54.9,29.64,29.64,29.64,63.16,0.0,0.01,0.01,0.78,5.11,9.45,8.281,13.705,1.94,1.94,1.94,15.992,2.14,0.32
59,1,,,,,,,29,9,40,29.9,480,5001,30,0,55.4,29.64,0.0,0.91,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2,,,,,,,29,9,40,29.9,480,5001,30,0,10.5,29.64,0.0,0.56,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,summary,0.316681,0.939984,0.290887,0.949976,0.00162547,3.3,,,,,,,,,,,,,,29,29.0,29,9,9.0,9,40,40.0,40,29.9,29.9,29.9,480.0,5001.0,30.0,0,10.5,32.95,55.4,29.64,29.64,29.64,63.16,0.0,0.0,0.0,0.56,0.74,0.91,8.281,13.705,1.94,1.94,1.94,15.992,2.08,0.34
60,1,,,,,,,4,2,40,33.1,480,5001,30,0,57.4,29.63,0.09,0.7,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2,,,,,,,96,20,41,32.0,420,5001,30,0,8.7,29.64,0.0,2.02,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,summary,0.316258,0.940510,0.282685,0.951849,0.00155987,3.4,,,,,,,,,,,,,,4,50.0,96,2,11.0,20,40,40.5,41,32.0,32.55,33.1,450.0,5001.0,30.0,0,8.7,33.05,57.4,29.63,29.63,29.64,63.16,0.0,0.04,0.09,0.7,1.36,2.02,8.281,13.705,1.94,1.94,1.94,15.992,2.06,0.38
61,1,,,,,,,3,3,40,31.1,450,5001,30,0,53.4,29.63,0.0,1.88,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2,,,,,,,97,19,41,31.2,360,5001,30,0,12.3,29.64,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,summary,0.314487,0.941710,0.287375,0.949004,0.00149476,3.4,,,,,,,,,,,,,,3,50.0,97,3,11.0,19,40,40.5,41,31.1,31.15,31.2,405.0,5001.0,30.0,0,12.3,32.85,53.4,29.63,29.63,29.64,63.16,0.0,0.0,0.0,0.0,0.94,1.88,8.281,13.705,1.94,1.94,1.94,15.992,2.13,0.34
62,1,,,,,,,5,3,40,29.4,525,5001,30,0,56.4,29.62,0.0,1.79,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2,,,,,,,95,23,41,35.2,540,5001,30,0,9.4,29.63,0.0,0.66,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,summary,0.314451,0.941196,0.282243,0.952404,0.00143022,3.4,,,,,,,,,,,,,,5,50.0,95,3,13.0,23,40,40.5,41,29.4,32.3,35.2,532.5,5001.0,30.0,0,9.4,32.9,56.4,29.62,29.62,29.63,63.16,0.0,0.0,0.0,0.66,1.23,1.79,8.281,13.705,1.94,1.94,1.94,15.992,2.1,0.34
63,1,,,,,,,3,3,40,29.2,480,5001,30,0,57.6,29.63,0.0,2.39,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2,,,,,,,3,3,40,29.2,480,5001,30,0,10.2,29.63,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,summary,0.314957,0.940963,0.286803,0.949004,0.00136632,3.3,,,,,,,,,,,,,,3,3.0,3,3,3.0,3,40,40.0,40,29.2,29.2,29.2,480.0,5001.0,30.0,0,10.2,33.9,57.6,29.63,29.63,29.63,63.16,0.0,0.0,0.0,0.0,1.2,2.39,8.281,13.705,1.94,1.94,1.94,15.992,2.07,0.36
64,1,,,,,,,3,3,40,35.0,495,5001,30,0,58.6,29.63,0.0,1.01,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2,,,,,,,90,19,40,31.3,405,5001,30,0,13.0,29.62,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,summary,0.310344,0.943522,0.287341,0.948657,0.00130313,3.3,,,,,,,,,,,,,,3,46.5,90,3,11.0,19,40,40.0,40,31.3,33.15,35.0,450.0,5001.0,30.0,0,13.0,35.8,58.6,29.62,29.62,29.63,63.16,0.0,0.0,0.0,0.0,0.51,1.01,8.281,13.705,1.94,1.94,1.94,15.992,2.03,0.32
65,1,,,,,,,4,3,40,29.7,525,5001,30,0,59.9,29.61,0.13,0.74,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2,,,,,,,95,24,41,35.8,540,5001,30,0,13.5,29.62,0.0,0.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
